,date,name,wholesale,retail,mall
1377,2024-05-26,Curry Leaves,25,29 - 32,30 - 41
1378,2024-05-26,Dill Leaves,13,15 - 17,16 - 21
1379,2024-05-26,Drumsticks,40,46 - 51,48 - 66
1380,2024-05-26,Brinjal,35,40 - 44,42 - 58
1381,2024-05-26,Brinjal (Big),32,37 - 41,38 - 53
1382,2024-05-26,Elephant Yam,38,44 - 48,46 - 63
1383,2024-05-26,Fenugreek Leaves,10,12 - 13,12 - 17
1384,2024-05-26,French Beans,171,197 - 217,205 - 282
1385,2024-05-26,Garlic,279,321 - 354,335 - 460
1386,2024-05-26,Ginger,132,152 - 168,158 - 218
1387,2024-05-26,Onion Green,39,45 - 50,47 - 64
1388,2024-05-26,Green Peas,48,55 - 61,58 - 79
1389,2024-05-26,Ivy Gourd,32,37 - 41,38 - 53
1390,2024-05-26,Lemon (Lime),93,107 - 118,112 - 153
1391,2024-05-26,Mango Raw,27,31 - 34,32 - 45
1392,2024-05-26,Mint Leaves,5,6 - 6,6 - 8
1393,2024-05-26,Mushroom,87,100 - 110,104 - 144
1394,2024-05-26,Mustard Leaves,16,18 - 20,19 - 26
1395,2024-05-26,Ladies Finger,47,54 - 60,56 - 78
1396,2024-05-26,Pumpkin,21,24 - 27,25 - 35
1397,2024-05-26,Radish,32,37 - 41,38 - 53
1398,2024-05-26,Ridge Gourd,31,36 - 39,37 - 51
1399,2024-05-26,Shallot (Pearl Onion),35,40 - 44,42 - 58
1400,2024-05-26,Snake Gourd,34,39 - 43,41 - 56
1401,2024-05-26,Sorrel Leaves,13,15 - 17,16 - 21
1402,2024-05-26,Spinach,15,17 - 19,18 - 25
1403,2024-05-26,Sweet Potato,36,41 - 46,43 - 59
1404,2024-05-27,Onion Big,31,36 - 39,37 - 51
1405,2024-05-27,Onion Small,34,39 - 43,41 - 56
1406,2024-05-27,Tomato,26,30 - 33,31 - 43
1407,2024-05-27,Green Chilli,61,70 - 77,73 - 101
1408,2024-05-27,Beetroot,36,41 - 46,43 - 59
1409,2024-05-27,Potato,34,39 - 43,41 - 56
1410,2024-05-27,Raw Banana (Plantain),8,9 - 10,10 - 13
1411,2024-05-27,Amaranth Leaves,12,14 - 15,14 - 20
1412,2024-05-27,Amla,60,69 - 76,72 - 99
1413,2024-05-27,Ash gourd,20,23 - 25,24 - 33
1414,2024-05-27,Baby Corn,48,55 - 61,58 - 79
1415,2024-05-27,Banana Flower,16,18 - 20,19 - 26
1416,2024-05-27,Capsicum,47,54 - 60,56 - 78
1417,2024-05-27,Bitter Gourd,32,37 - 41,38 - 53
1418,2024-05-27,Bottle Gourd,32,37 - 41,38 - 53
1419,2024-05-27,Butter Beans,52,60 - 66,62 - 86
1420,2024-05-27,Broad Beans,74,85 - 94,89 - 122
1421,2024-05-27,Cabbage,31,36 - 39,37 - 51
1422,2024-05-27,Carrot,41,47 - 52,49 - 68
1423,2024-05-27,Cauliflower,27,31 - 34,32 - 45
1424,2024-05-27,Cluster beans,41,47 - 52,49 - 68
1425,2024-05-27,Coconut,33,38 - 42,40 - 54
1426,2024-05-27,Colocasia Leaves,18,21 - 23,22 - 30
1427,2024-05-27,Colocasia,29,33 - 37,35 - 48
1428,2024-05-27,Coriander Leaves,6,7 - 8,7 - 10
1429,2024-05-27,Corn,34,39 - 43,41 - 56
1430,2024-05-27,Cucumber,25,29 - 32,30 - 41
1431,2024-05-27,Curry Leaves,25,29 - 32,30 - 41
1432,2024-05-27,Dill Leaves,11,13 - 14,13 - 18
1433,2024-05-27,Drumsticks,30,35 - 38,36 - 50
1434,2024-05-27,Brinjal,36,41 - 46,43 - 59
1435,2024-05-27,Brinjal (Big),36,41 - 46,43 - 59
1436,2024-05-27,Elephant Yam,38,44 - 48,46 - 63
1437,2024-05-27,Fenugreek Leaves,11,13 - 14,13 - 18
1438,2024-05-27,French Beans,167,192 - 212,200 - 276
1439,2024-05-27,Garlic,264,304 - 335,317 - 436
1440,2024-05-27,Ginger,134,154 - 170,161 - 221
1441,2024-05-27,Onion Green,46,53 - 58,55 - 76
1442,2024-05-27,Green Peas,40,46 - 51,48 - 66
1443,2024-05-27,Ivy Gourd,27,31 - 34,32 - 45
1444,2024-05-27,Lemon (Lime),103,118 - 131,124 - 170
1445,2024-05-27,Mango Raw,26,30 - 33,31 - 43
1446,2024-05-27,Mint Leaves,4,5 - 5,5 - 7
1447,2024-05-27,Mushroom,85,98 - 108,102 - 140
1448,2024-05-27,Mustard Leaves,15,17 - 19,18 - 25
1449,2024-05-27,Ladies Finger,40,46 - 51,48 - 66
1450,2024-05-27,Pumpkin,20,23 - 25,24 - 33
1451,2024-05-27,Radish,35,40 - 44,42 - 58
1452,2024-05-27,Ridge Gourd,31,36 - 39,37 - 51
1453,2024-05-27,Shallot (Pearl Onion),29,33 - 37,35 - 48
1454,2024-05-27,Snake Gourd,40,46 - 51,48 - 66
1455,2024-05-27,Sorrel Leaves,16,18 - 20,19 - 26
1456,2024-05-27,Spinach,13,15 - 17,16 - 21
1457,2024-05-27,Sweet Potato,37,43 - 47,44 - 61
1458,2024-05-28,Onion Big,31,36 - 39,37 - 51
1459,2024-05-28,Onion Small,34,39 - 43,41 - 56
1460,2024-05-28,Tomato,26,30 - 33,31 - 43
1461,2024-05-28,Green Chilli,61,70 - 77,73 - 101
1462,2024-05-28,Beetroot,36,41 - 46,43 - 59
1463,2024-05-28,Potato,34,39 - 43,41 - 56
1464,2024-05-28,Raw Banana (Plantain),8,9 - 10,10 - 13
1465,2024-05-28,Amaranth Leaves,12,14 - 15,14 - 20
1466,2024-05-28,Amla,60,69 - 76,72 - 99
1467,2024-05-28,Ash gourd,20,23 - 25,24 - 33
1468,2024-05-28,Baby Corn,48,55 - 61,58 - 79
1469,2024-05-28,Banana Flower,16,18 - 20,19 - 26
1470,2024-05-28,Capsicum,47,54 - 60,56 - 78
1471,2024-05-28,Bitter Gourd,32,37 - 41,38 - 53
1472,2024-05-28,Bottle Gourd,32,37 - 41,38 - 53
1473,2024-05-28,Butter Beans,52,60 - 66,62 - 86
1474,2024-05-28,Broad Beans,74,85 - 94,89 - 122
1475,2024-05-28,Cabbage,31,36 - 39,37 - 51
1476,2024-05-28,Carrot,41,47 - 52,49 - 68
1477,2024-05-28,Cauliflower,27,31 - 34,32 - 45
1478,2024-05-28,Cluster beans,41,47 - 52,49 - 68
1479,2024-05-28,Coconut,33,38 - 42,40 - 54
1480,2024-05-28,Colocasia Leaves,18,21 - 23,22 - 30
1481,2024-05-28,Colocasia,29,33 - 37,35 - 48
1482,2024-05-28,Coriander Leaves,6,7 - 8,7 - 10
1483,2024-05-28,Corn,34,39 - 43,41 - 56
1484,2024-05-28,Cucumber,25,29 - 32,30 - 41
1485,2024-05-28,Curry Leaves,25,29 - 32,30 - 41
1486,2024-05-28,Dill Leaves,11,13 - 14,13 - 18
1487,2024-05-28,Drumsticks,30,35 - 38,36 - 50
1488,2024-05-28,Brinjal,36,41 - 46,43 - 59
1489,2024-05-28,Brinjal (Big),36,41 - 46,43 - 59
1490,2024-05-28,Elephant Yam,38,44 - 48,46 - 63
1491,2024-05-28,Fenugreek Leaves,11,13 - 14,13 - 18
1492,2024-05-28,French Beans,167,192 - 212,200 - 276
1493,2024-05-28,Garlic,264,304 - 335,317 - 436
1494,2024-05-28,Ginger,134,154 - 170,161 - 221
1495,2024-05-28,Onion Green,46,53 - 58,55 - 76
1496,2024-05-28,Green Peas,40,46 - 51,48 - 66
1497,2024-05-28,Ivy Gourd,27,31 - 34,32 - 45
1498,2024-05-28,Lemon (Lime),103,118 - 131,124 - 170
1499,2024-05-28,Mango Raw,26,30 - 33,31 - 43
1500,2024-05-28,Mint Leaves,4,5 - 5,5 - 7
1501,2024-05-28,Mushroom,85,98 - 108,102 - 140
1502,2024-05-28,Mustard Leaves,15,17 - 19,18 - 25
1503,2024-05-28,Ladies Finger,40,46 - 51,48 - 66
1504,2024-05-28,Pumpkin,20,23 - 25,24 - 33
1505,2024-05-28,Radish,35,40 - 44,42 - 58
1506,2024-05-28,Ridge Gourd,31,36 - 39,37 - 51
1507,2024-05-28,Shallot (Pearl Onion),29,33 - 37,35 - 48
1508,2024-05-28,Snake Gourd,40,46 - 51,48 - 66
1509,2024-05-28,Sorrel Leaves,16,18 - 20,19 - 26
1510,2024-05-28,Spinach,13,15 - 17,16 - 21
1511,2024-05-28,Sweet Potato,37,43 - 47,44 - 61
1512,2024-05-29,Onion Big,32,37 - 41,38 - 53
1513,2024-05-29,Onion Small,35,40 - 44,42 - 58
1514,2024-05-29,Tomato,27,31 - 34,32 - 45
1515,2024-05-29,Green Chilli,66,76 - 84,79 - 109
1516,2024-05-29,Beetroot,37,43 - 47,44 - 61
1517,2024-05-29,Potato,34,39 - 43,41 - 56
1518,2024-05-29,Raw Banana (Plantain),7,8 - 9,8 - 12
1519,2024-05-29,Amaranth Leaves,13,15 - 17,16 - 21
1520,2024-05-29,Amla,60,69 - 76,72 - 99
1521,2024-05-29,Ash gourd,22,25 - 28,26 - 36
1522,2024-05-29,Baby Corn,53,61 - 67,64 - 87
1523,2024-05-29,Banana Flower,15,17 - 19,18 - 25
1524,2024-05-29,Capsicum,41,47 - 52,49 - 68
1525,2024-05-29,Bitter Gourd,32,37 - 41,38 - 53
1526,2024-05-29,Bottle Gourd,32,37 - 41,38 - 53
1527,2024-05-29,Butter Beans,50,58 - 64,60 - 83
1528,2024-05-29,Broad Beans,70,81 - 89,84 - 116
1529,2024-05-29,Cabbage,31,36 - 39,37 - 51
1530,2024-05-29,Carrot,40,46 - 51,48 - 66
1531,2024-05-29,Cauliflower,27,31 - 34,32 - 45
1532,2024-05-29,Cluster beans,41,47 - 52,49 - 68
1533,2024-05-29,Coconut,36,41 - 46,43 - 59
1534,2024-05-29,Colocasia Leaves,16,18 - 20,19 - 26
1535,2024-05-29,Colocasia,30,35 - 38,36 - 50
1536,2024-05-29,Coriander Leaves,9,10 - 11,11 - 15
1537,2024-05-29,Corn,35,40 - 44,42 - 58
1538,2024-05-29,Cucumber,27,31 - 34,32 - 45
1539,2024-05-29,Curry Leaves,28,32 - 36,34 - 46
1540,2024-05-29,Dill Leaves,14,16 - 18,17 - 23
1541,2024-05-29,Drumsticks,40,46 - 51,48 - 66
1542,2024-05-29,Brinjal,38,44 - 48,46 - 63
1543,2024-05-29,Brinjal (Big),30,35 - 38,36 - 50
1544,2024-05-29,Elephant Yam,34,39 - 43,41 - 56
1545,2024-05-29,Fenugreek Leaves,10,12 - 13,12 - 17
1546,2024-05-29,French Beans,179,206 - 227,215 - 295
1547,2024-05-29,Garlic,276,317 - 351,331 - 455
1548,2024-05-29,Ginger,131,151 - 166,157 - 216
1549,2024-05-29,Onion Green,38,44 - 48,46 - 63
1550,2024-05-29,Green Peas,40,46 - 51,48 - 66
1551,2024-05-29,Ivy Gourd,27,31 - 34,32 - 45
1552,2024-05-29,Lemon (Lime),91,105 - 116,109 - 150
1553,2024-05-29,Mango Raw,26,30 - 33,31 - 43
1554,2024-05-29,Mint Leaves,4,5 - 5,5 - 7
1555,2024-05-29,Mushroom,79,91 - 100,95 - 130
1556,2024-05-29,Mustard Leaves,14,16 - 18,17 - 23
1557,2024-05-29,Ladies Finger,40,46 - 51,48 - 66
1558,2024-05-29,Pumpkin,18,21 - 23,22 - 30
1559,2024-05-29,Radish,31,36 - 39,37 - 51
1560,2024-05-29,Ridge Gourd,36,41 - 46,43 - 59
1561,2024-05-29,Shallot (Pearl Onion),30,35 - 38,36 - 50
1562,2024-05-29,Snake Gourd,40,46 - 51,48 - 66
1563,2024-05-29,Sorrel Leaves,17,20 - 22,20 - 28
1564,2024-05-29,Spinach,17,20 - 22,20 - 28
1565,2024-05-29,Sweet Potato,38,44 - 48,46 - 63
1566,2024-05-30,Onion Big,32,37 - 41,38 - 53
1567,2024-05-30,Onion Small,35,40 - 44,42 - 58
1568,2024-05-30,Tomato,27,31 - 34,32 - 45
1569,2024-05-30,Green Chilli,66,76 - 84,79 - 109
1570,2024-05-30,Beetroot,37,43 - 47,44 - 61
1571,2024-05-30,Potato,34,39 - 43,41 - 56
1572,2024-05-30,Raw Banana (Plantain),7,8 - 9,8 - 12
1573,2024-05-30,Amaranth Leaves,13,15 - 17,16 - 21
1574,2024-05-30,Amla,60,69 - 76,72 - 99
1575,2024-05-30,Ash gourd,22,25 - 28,26 - 36
1576,2024-05-30,Baby Corn,53,61 - 67,64 - 87
1577,2024-05-30,Banana Flower,15,17 - 19,18 - 25
1578,2024-05-30,Capsicum,41,47 - 52,49 - 68
1579,2024-05-30,Bitter Gourd,32,37 - 41,38 - 53
1580,2024-05-30,Bottle Gourd,32,37 - 41,38 - 53
1581,2024-05-30,Butter Beans,50,58 - 64,60 - 83
1582,2024-05-30,Broad Beans,70,81 - 89,84 - 116
1583,2024-05-30,Cabbage,31,36 - 39,37 - 51
1584,2024-05-30,Carrot,40,46 - 51,48 - 66
1585,2024-05-30,Cauliflower,27,31 - 34,32 - 45
1586,2024-05-30,Cluster beans,41,47 - 52,49 - 68
1587,2024-05-30,Coconut,36,41 - 46,43 - 59
1588,2024-05-30,Colocasia Leaves,16,18 - 20,19 - 26
1589,2024-05-30,Colocasia,30,35 - 38,36 - 50
1590,2024-05-30,Coriander Leaves,9,10 - 11,11 - 15
1591,2024-05-30,Corn,35,40 - 44,42 - 58
1592,2024-05-30,Cucumber,27,31 - 34,32 - 45
1593,2024-05-30,Curry Leaves,28,32 - 36,34 - 46
1594,2024-05-30,Dill Leaves,14,16 - 18,17 - 23
1595,2024-05-30,Drumsticks,40,46 - 51,48 - 66
1596,2024-05-30,Brinjal,38,44 - 48,46 - 63
1597,2024-05-30,Brinjal (Big),30,35 - 38,36 - 50
1598,2024-05-30,Elephant Yam,34,39 - 43,41 - 56
1599,2024-05-30,Fenugreek Leaves,10,12 - 13,12 - 17
1600,2024-05-30,French Beans,179,206 - 227,215 - 295
1601,2024-05-30,Garlic,276,317 - 351,331 - 455
1602,2024-05-30,Ginger,131,151 - 166,157 - 216
1603,2024-05-30,Onion Green,38,44 - 48,46 - 63
1604,2024-05-30,Green Peas,40,46 - 51,48 - 66
1605,2024-05-30,Ivy Gourd,27,31 - 34,32 - 45
1606,2024-05-30,Lemon (Lime),91,105 - 116,109 - 150
1607,2024-05-30,Mango Raw,26,30 - 33,31 - 43
1608,2024-05-30,Mint Leaves,4,5 - 5,5 - 7
1609,2024-05-30,Mushroom,79,91 - 100,95 - 130
1610,2024-05-30,Mustard Leaves,14,16 - 18,17 - 23
1611,2024-05-30,Ladies Finger,40,46 - 51,48 - 66
1612,2024-05-30,Pumpkin,18,21 - 23,22 - 30
1613,2024-05-30,Radish,31,36 - 39,37 - 51
1614,2024-05-30,Ridge Gourd,36,41 - 46,43 - 59
1615,2024-05-30,Shallot (Pearl Onion),30,35 - 38,36 - 50
1616,2024-05-30,Snake Gourd,40,46 - 51,48 - 66
1617,2024-05-30,Sorrel Leaves,17,20 - 22,20 - 28
1618,2024-05-30,Spinach,17,20 - 22,20 - 28
1619,2024-05-30,Sweet Potato,38,44 - 48,46 - 63
1620,2024-05-31,Onion Big,32,37 - 41,38 - 53
1621,2024-05-31,Onion Small,35,40 - 44,42 - 58
1622,2024-05-31,Tomato,27,31 - 34,32 - 45
1623,2024-05-31,Green Chilli,66,76 - 84,79 - 109
1624,2024-05-31,Beetroot,37,43 - 47,44 - 61
1625,2024-05-31,Potato,34,39 - 43,41 - 56
1626,2024-05-31,Raw Banana (Plantain),7,8 - 9,8 - 12
1627,2024-05-31,Amaranth Leaves,13,15 - 17,16 - 21
1628,2024-05-31,Amla,60,69 - 76,72 - 99
1629,2024-05-31,Ash gourd,22,25 - 28,26 - 36
1630,2024-05-31,Baby Corn,53,61 - 67,64 - 87
1631,2024-05-31,Banana Flower,15,17 - 19,18 - 25
1632,2024-05-31,Capsicum,41,47 - 52,49 - 68
1633,2024-05-31,Bitter Gourd,32,37 - 41,38 - 53
1634,2024-05-31,Bottle Gourd,32,37 - 41,38 - 53
1635,2024-05-31,Butter Beans,50,58 - 64,60 - 83
1636,2024-05-31,Broad Beans,70,81 - 89,84 - 116
1637,2024-05-31,Cabbage,31,36 - 39,37 - 51
1638,2024-05-31,Carrot,40,46 - 51,48 - 66
1639,2024-05-31,Cauliflower,27,31 - 34,32 - 45
1640,2024-05-31,Cluster beans,41,47 - 52,49 - 68
1641,2024-05-31,Coconut,36,41 - 46,43 - 59
1642,2024-05-31,Colocasia Leaves,16,18 - 20,19 - 26
1643,2024-05-31,Colocasia,30,35 - 38,36 - 50
1644,2024-05-31,Coriander Leaves,9,10 - 11,11 - 15
1645,2024-05-31,Corn,35,40 - 44,42 - 58
1646,2024-05-31,Cucumber,27,31 - 34,32 - 45
1647,2024-05-31,Curry Leaves,28,32 - 36,34 - 46
1648,2024-05-31,Dill Leaves,14,16 - 18,17 - 23
1649,2024-05-31,Drumsticks,40,46 - 51,48 - 66
1650,2024-05-31,Brinjal,38,44 - 48,46 - 63
1651,2024-05-31,Brinjal (Big),30,35 - 38,36 - 50
1652,2024-05-31,Elephant Yam,34,39 - 43,41 - 56
1653,2024-05-31,Fenugreek Leaves,10,12 - 13,12 - 17
1654,2024-05-31,French Beans,179,206 - 227,215 - 295
1655,2024-05-31,Garlic,276,317 - 351,331 - 455
1656,2024-05-31,Ginger,131,151 - 166,157 - 216
1657,2024-05-31,Onion Green,38,44 - 48,46 - 63
1658,2024-05-31,Green Peas,40,46 - 51,48 - 66
1659,2024-05-31,Ivy Gourd,27,31 - 34,32 - 45
1660,2024-05-31,Lemon (Lime),91,105 - 116,109 - 150
1661,2024-05-31,Mango Raw,26,30 - 33,31 - 43
1662,2024-05-31,Mint Leaves,4,5 - 5,5 - 7
1663,2024-05-31,Mushroom,79,91 - 100,95 - 130
1664,2024-05-31,Mustard Leaves,14,16 - 18,17 - 23
1665,2024-05-31,Ladies Finger,40,46 - 51,48 - 66
1666,2024-05-31,Pumpkin,18,21 - 23,22 - 30
1667,2024-05-31,Radish,31,36 - 39,37 - 51
1668,2024-05-31,Ridge Gourd,36,41 - 46,43 - 59
1669,2024-05-31,Shallot (Pearl Onion),30,35 - 38,36 - 50
1670,2024-05-31,Snake Gourd,40,46 - 51,48 - 66
1671,2024-05-31,Sorrel Leaves,17,20 - 22,20 - 28
1672,2024-05-31,Spinach,17,20 - 22,20 - 28
1673,2024-05-31,Sweet Potato,38,44 - 48,46 - 63
1674,2024-06-01,Onion Big,33,38 - 42,40 - 54
1675,2024-06-01,Onion Small,36,41 - 46,43 - 59
1676,2024-06-01,Tomato,27,31 - 34,32 - 45
1677,2024-06-01,Green Chilli,80,92 - 102,96 - 132
1678,2024-06-01,Beetroot,35,40 - 44,42 - 58
1679,2024-06-01,Potato,34,39 - 43,41 - 56
1680,2024-06-01,Raw Banana (Plantain),7,8 - 9,8 - 12
1681,2024-06-01,Amaranth Leaves,14,16 - 18,17 - 23
1682,2024-06-01,Amla,70,81 - 89,84 - 116
1683,2024-06-01,Ash gourd,21,24 - 27,25 - 35
1684,2024-06-01,Baby Corn,50,58 - 64,60 - 83
1685,2024-06-01,Banana Flower,18,21 - 23,22 - 30
1686,2024-06-01,Capsicum,49,56 - 62,59 - 81
1687,2024-06-01,Bitter Gourd,35,40 - 44,42 - 58
1688,2024-06-01,Bottle Gourd,32,37 - 41,38 - 53
1689,2024-06-01,Butter Beans,54,62 - 69,65 - 89
1690,2024-06-01,Broad Beans,68,78 - 86,82 - 112
1691,2024-06-01,Cabbage,33,38 - 42,40 - 54
1692,2024-06-01,Carrot,44,51 - 56,53 - 73
1693,2024-06-01,Cauliflower,28,32 - 36,34 - 46
1694,2024-06-01,Cluster beans,44,51 - 56,53 - 73
1695,2024-06-01,Coconut,37,43 - 47,44 - 61
1696,2024-06-01,Colocasia Leaves,16,18 - 20,19 - 26
1697,2024-06-01,Colocasia,25,29 - 32,30 - 41
1698,2024-06-01,Coriander Leaves,7,8 - 9,8 - 12
1699,2024-06-01,Corn,31,36 - 39,37 - 51
1700,2024-06-01,Cucumber,24,28 - 30,29 - 40
1701,2024-06-01,Curry Leaves,27,31 - 34,32 - 45
1702,2024-06-01,Dill Leaves,10,12 - 13,12 - 17
1703,2024-06-01,Drumsticks,40,46 - 51,48 - 66
1704,2024-06-01,Brinjal,35,40 - 44,42 - 58
1705,2024-06-01,Brinjal (Big),36,41 - 46,43 - 59
1706,2024-06-01,Elephant Yam,36,41 - 46,43 - 59
1707,2024-06-01,Fenugreek Leaves,12,14 - 15,14 - 20
1708,2024-06-01,French Beans,174,200 - 221,209 - 287
1709,2024-06-01,Garlic,254,292 - 323,305 - 419
1710,2024-06-01,Ginger,128,147 - 163,154 - 211
1711,2024-06-01,Onion Green,46,53 - 58,55 - 76
1712,2024-06-01,Green Peas,40,46 - 51,48 - 66
1713,2024-06-01,Ivy Gourd,29,33 - 37,35 - 48
1714,2024-06-01,Lemon (Lime),98,113 - 124,118 - 162
1715,2024-06-01,Mango Raw,26,30 - 33,31 - 43
1716,2024-06-01,Mint Leaves,5,6 - 6,6 - 8
1717,2024-06-01,Mushroom,74,85 - 94,89 - 122
1718,2024-06-01,Mustard Leaves,12,14 - 15,14 - 20
1719,2024-06-01,Ladies Finger,41,47 - 52,49 - 68
1720,2024-06-01,Pumpkin,18,21 - 23,22 - 30
1721,2024-06-01,Radish,35,40 - 44,42 - 58
1722,2024-06-01,Ridge Gourd,35,40 - 44,42 - 58
1723,2024-06-01,Shallot (Pearl Onion),31,36 - 39,37 - 51
1724,2024-06-01,Snake Gourd,40,46 - 51,48 - 66
1725,2024-06-01,Sorrel Leaves,14,16 - 18,17 - 23
1726,2024-06-01,Spinach,11,13 - 14,13 - 18
1727,2024-06-01,Sweet Potato,38,44 - 48,46 - 63
1728,2024-06-02,Onion Big,33,38 - 42,40 - 54
1729,2024-06-02,Onion Small,36,41 - 46,43 - 59
1730,2024-06-02,Tomato,27,31 - 34,32 - 45
1731,2024-06-02,Green Chilli,80,92 - 102,96 - 132
1732,2024-06-02,Beetroot,35,40 - 44,42 - 58
1733,2024-06-02,Potato,34,39 - 43,41 - 56
1734,2024-06-02,Raw Banana (Plantain),7,8 - 9,8 - 12
1735,2024-06-02,Amaranth Leaves,14,16 - 18,17 - 23
1736,2024-06-02,Amla,70,81 - 89,84 - 116
1737,2024-06-02,Ash gourd,21,24 - 27,25 - 35
1738,2024-06-02,Baby Corn,50,58 - 64,60 - 83
1739,2024-06-02,Banana Flower,18,21 - 23,22 - 30
1740,2024-06-02,Capsicum,49,56 - 62,59 - 81
1741,2024-06-02,Bitter Gourd,35,40 - 44,42 - 58
1742,2024-06-02,Bottle Gourd,32,37 - 41,38 - 53
1743,2024-06-02,Butter Beans,54,62 - 69,65 - 89
1744,2024-06-02,Broad Beans,68,78 - 86,82 - 112
1745,2024-06-02,Cabbage,33,38 - 42,40 - 54
1746,2024-06-02,Carrot,44,51 - 56,53 - 73
1747,2024-06-02,Cauliflower,28,32 - 36,34 - 46
1748,2024-06-02,Cluster beans,44,51 - 56,53 - 73
1749,2024-06-02,Coconut,37,43 - 47,44 - 61
1750,2024-06-02,Colocasia Leaves,16,18 - 20,19 - 26
1751,2024-06-02,Colocasia,25,29 - 32,30 - 41
1752,2024-06-02,Coriander Leaves,7,8 - 9,8 - 12
1753,2024-06-02,Corn,31,36 - 39,37 - 51
1754,2024-06-02,Cucumber,24,28 - 30,29 - 40
1755,2024-06-02,Curry Leaves,27,31 - 34,32 - 45
1756,2024-06-02,Dill Leaves,10,12 - 13,12 - 17
1757,2024-06-02,Drumsticks,40,46 - 51,48 - 66
1758,2024-06-02,Brinjal,35,40 - 44,42 - 58
1759,2024-06-02,Brinjal (Big),36,41 - 46,43 - 59
1760,2024-06-02,Elephant Yam,36,41 - 46,43 - 59
1761,2024-06-02,Fenugreek Leaves,12,14 - 15,14 - 20
1762,2024-06-02,French Beans,174,200 - 221,209 - 287
1763,2024-06-02,Garlic,254,292 - 323,305 - 419
1764,2024-06-02,Ginger,128,147 - 163,154 - 211
1765,2024-06-02,Onion Green,46,53 - 58,55 - 76
1766,2024-06-02,Green Peas,40,46 - 51,48 - 66
1767,2024-06-02,Ivy Gourd,29,33 - 37,35 - 48
1768,2024-06-02,Lemon (Lime),98,113 - 124,118 - 162
1769,2024-06-02,Mango Raw,26,30 - 33,31 - 43
1770,2024-06-02,Mint Leaves,5,6 - 6,6 - 8
1771,2024-06-02,Mushroom,74,85 - 94,89 - 122
1772,2024-06-02,Mustard Leaves,12,14 - 15,14 - 20
1773,2024-06-02,Ladies Finger,41,47 - 52,49 - 68
1774,2024-06-02,Pumpkin,18,21 - 23,22 - 30
1775,2024-06-02,Radish,35,40 - 44,42 - 58
1776,2024-06-02,Ridge Gourd,35,40 - 44,42 - 58
1777,2024-06-02,Shallot (Pearl Onion),31,36 - 39,37 - 51
1778,2024-06-02,Snake Gourd,40,46 - 51,48 - 66
1779,2024-06-02,Sorrel Leaves,14,16 - 18,17 - 23
1780,2024-06-02,Spinach,11,13 - 14,13 - 18
1781,2024-06-02,Sweet Potato,38,44 - 48,46 - 63
1782,2024-06-03,Onion Big,32,37 - 41,38 - 53
1783,2024-06-03,Onion Small,38,44 - 48,46 - 63
1784,2024-06-03,Tomato,27,31 - 34,32 - 45
1785,2024-06-03,Green Chilli,94,108 - 119,113 - 155
1786,2024-06-03,Beetroot,38,44 - 48,46 - 63
1787,2024-06-03,Potato,36,41 - 46,43 - 59
1788,2024-06-03,Raw Banana (Plantain),9,10 - 11,11 - 15
1789,2024-06-03,Amaranth Leaves,14,16 - 18,17 - 23
1790,2024-06-03,Amla,70,81 - 89,84 - 116
1791,2024-06-03,Ash gourd,23,26 - 29,28 - 38
1792,2024-06-03,Baby Corn,52,60 - 66,62 - 86
1793,2024-06-03,Banana Flower,14,16 - 18,17 - 23
1794,2024-06-03,Capsicum,50,58 - 64,60 - 83
1795,2024-06-03,Bitter Gourd,32,37 - 41,38 - 53
1796,2024-06-03,Bottle Gourd,31,36 - 39,37 - 51
1797,2024-06-03,Butter Beans,54,62 - 69,65 - 89
1798,2024-06-03,Broad Beans,62,71 - 79,74 - 102
1799,2024-06-03,Cabbage,32,37 - 41,38 - 53
1800,2024-06-03,Carrot,41,47 - 52,49 - 68
1801,2024-06-03,Cauliflower,24,28 - 30,29 - 40
1802,2024-06-03,Cluster beans,43,49 - 55,52 - 71
1803,2024-06-03,Coconut,35,40 - 44,42 - 58
1804,2024-06-03,Colocasia Leaves,18,21 - 23,22 - 30
1805,2024-06-03,Colocasia,29,33 - 37,35 - 48
1806,2024-06-03,Coriander Leaves,6,7 - 8,7 - 10
1807,2024-06-03,Corn,30,35 - 38,36 - 50
1808,2024-06-03,Cucumber,28,32 - 36,34 - 46
1809,2024-06-03,Curry Leaves,28,32 - 36,34 - 46
1810,2024-06-03,Dill Leaves,13,15 - 17,16 - 21
1811,2024-06-03,Drumsticks,40,46 - 51,48 - 66
1812,2024-06-03,Brinjal,33,38 - 42,40 - 54
1813,2024-06-03,Brinjal (Big),30,35 - 38,36 - 50
1814,2024-06-03,Elephant Yam,39,45 - 50,47 - 64
1815,2024-06-03,Fenugreek Leaves,11,13 - 14,13 - 18
1816,2024-06-03,French Beans,177,204 - 225,212 - 292
1817,2024-06-03,Garlic,269,309 - 342,323 - 444
1818,2024-06-03,Ginger,120,138 - 152,144 - 198
1819,2024-06-03,Onion Green,42,48 - 53,50 - 69
1820,2024-06-03,Green Peas,41,47 - 52,49 - 68
1821,2024-06-03,Ivy Gourd,32,37 - 41,38 - 53
1822,2024-06-03,Lemon (Lime),97,112 - 123,116 - 160
1823,2024-06-03,Mango Raw,30,35 - 38,36 - 50
1824,2024-06-03,Mint Leaves,5,6 - 6,6 - 8
